loan_id,pool_id,risk_score,risk_classification
LN-0025834,POOL-10,83.6,CRITICAL
LN-0025835,POOL-05,19.8,LOW
LN-0025836,POOL-05,20.4,LOW
LN-0025837,POOL-07,19.8,LOW
LN-0025838,POOL-05,19.8,LOW
LN-0025839,POOL-02,11.4,LOW
LN-0025840,POOL-02,10.9,LOW
LN-0025841,POOL-07,21.7,LOW
LN-0025842,POOL-08,25.4,LOW
LN-0025843,POOL-03,30.6,MODERATE
LN-0025844,POOL-03,14.2,LOW
LN-0025845,POOL-04,19.3,LOW
LN-0025846,POOL-03,13.1,LOW
LN-0025847,POOL-05,20.0,LOW
LN-0025848,POOL-08,14.1,LOW
LN-0025849,POOL-09,12.6,LOW
LN-0025850,POOL-05,17.7,LOW
LN-0025851,POOL-09,20.3,LOW
LN-0025852,POOL-07,83.0,CRITICAL
LN-0025853,POOL-10,18.4,LOW
LN-0025854,POOL-05,21.8,LOW
LN-0025855,POOL-05,69.4,HIGH
LN-0025856,POOL-07,21.9,LOW
LN-0025857,POOL-06,69.8,HIGH
LN-0025858,POOL-03,18.9,LOW
LN-0025859,POOL-07,11.5,LOW
LN-0025860,POOL-01,17.7,LOW
LN-0025861,POOL-05,32.0,MODERATE
LN-0025862,POOL-01,23.7,LOW
LN-0025863,POOL-06,18.9,LOW
LN-0025864,POOL-01,15.1,LOW
LN-0025865,POOL-07,12.7,LOW
LN-0025866,POOL-01,37.6,MODERATE
LN-0025867,POOL-02,14.5,LOW
LN-0025868,POOL-09,44.1,MODERATE
LN-0025869,POOL-01,11.2,LOW
LN-0025870,POOL-09,28.3,LOW
LN-0025871,POOL-02,26.6,LOW
LN-0025872,POOL-10,24.9,LOW
LN-0025873,POOL-03,19.9,LOW
LN-0025874,POOL-10,13.3,LOW
LN-0025875,POOL-07,15.1,LOW
LN-0025876,POOL-06,14.4,LOW
LN-0025877,POOL-01,29.3,LOW
LN-0025878,POOL-10,21.9,LOW
LN-0025879,POOL-07,11.0,LOW
LN-0025880,POOL-03,25.3,LOW
LN-0025881,POOL-03,18.5,LOW
LN-0025882,POOL-08,73.4,HIGH
LN-0025883,POOL-06,29.3,LOW
LN-0025884,POOL-09,16.8,LOW
LN-0025885,POOL-06,23.3,LOW
LN-0025886,POOL-05,12.2,LOW
LN-0025887,POOL-02,28.8,LOW
LN-0025888,POOL-10,10.3,LOW
LN-0025889,POOL-03,73.2,HIGH
LN-0025890,POOL-07,53.7,HIGH
LN-0025891,POOL-04,33.5,MODERATE
LN-0025892,POOL-10,25.9,LOW
LN-0025893,POOL-05,11.9,LOW
LN-0025894,POOL-06,19.5,LOW
LN-0025895,POOL-04,13.5,LOW
LN-0025896,POOL-03,18.7,LOW
LN-0025897,POOL-05,20.2,LOW
LN-0025898,POOL-02,11.7,LOW
LN-0025899,POOL-02,12.2,LOW
LN-0025900,POOL-09,28.2,LOW
LN-0025901,POOL-06,66.6,HIGH
LN-0025902,POOL-07,11.1,LOW
LN-0025903,POOL-06,18.9,LOW
LN-0025904,POOL-03,19.0,LOW
LN-0025905,POOL-07,21.1,LOW
LN-0025906,POOL-07,14.9,LOW
LN-0025907,POOL-06,77.4,CRITICAL
LN-0025908,POOL-09,13.0,LOW
LN-0025909,POOL-02,24.0,LOW
LN-0025910,POOL-05,11.8,LOW
LN-0025911,POOL-01,10.3,LOW
LN-0025912,POOL-10,10.3,LOW
LN-0025913,POOL-05,11.9,LOW
LN-0025914,POOL-01,28.1,LOW
LN-0025915,POOL-09,19.2,LOW
LN-0025916,POOL-03,19.4,LOW
LN-0025917,POOL-07,14.4,LOW
LN-0025918,POOL-08,20.5,LOW
LN-0025919,POOL-06,21.6,LOW
LN-0025920,POOL-10,12.9,LOW
LN-0025921,POOL-07,10.6,LOW
LN-0025922,POOL-06,22.3,LOW
LN-0025923,POOL-10,11.4,LOW
LN-0025924,POOL-07,21.5,LOW
LN-0025925,POOL-01,23.0,LOW
LN-0025926,POOL-03,19.2,LOW
LN-0025927,POOL-04,15.6,LOW
LN-0025928,POOL-04,50.0,HIGH
LN-0025929,POOL-04,24.4,LOW
LN-0025930,POOL-07,33.5,MODERATE
LN-0025931,POOL-02,73.3,HIGH
LN-0025932,POOL-01,22.0,LOW
LN-0025933,POOL-10,33.0,MODERATE
LN-0025934,POOL-10,12.4,LOW
LN-0025935,POOL-06,12.8,LOW
LN-0025936,POOL-09,74.4,HIGH
LN-0025937,POOL-06,22.6,LOW
LN-0025938,POOL-05,18.3,LOW
LN-0025939,POOL-03,21.7,LOW
LN-0025940,POOL-10,15.5,LOW
LN-0025941,POOL-03,21.2,LOW
LN-0025942,POOL-09,27.3,LOW
LN-0025943,POOL-04,13.0,LOW
LN-0025944,POOL-03,17.5,LOW
LN-0025945,POOL-03,19.6,LOW
LN-0025946,POOL-05,12.1,LOW
LN-0025947,POOL-10,12.4,LOW
LN-0025948,POOL-07,19.0,LOW
LN-0025949,POOL-04,28.3,LOW
LN-0025950,POOL-01,70.6,HIGH
LN-0025951,POOL-03,9.3,LOW
LN-0025952,POOL-02,16.6,LOW
LN-0025953,POOL-10,19.0,LOW
LN-0025954,POOL-06,20.1,LOW
LN-0025955,POOL-10,32.4,MODERATE
LN-0025956,POOL-06,72.1,HIGH
LN-0025957,POOL-10,23.5,LOW
LN-0025958,POOL-10,61.3,HIGH
LN-0025959,POOL-07,11.8,LOW
LN-0025960,POOL-07,19.0,LOW
LN-0025961,POOL-06,13.6,LOW
LN-0025962,POOL-01,22.7,LOW
LN-0025963,POOL-07,26.8,LOW
LN-0025964,POOL-06,13.7,LOW
LN-0025965,POOL-10,20.1,LOW
LN-0025966,POOL-01,39.1,MODERATE
LN-0025967,POOL-02,20.8,LOW
LN-0025968,POOL-03,12.7,LOW
LN-0025969,POOL-06,14.0,LOW
LN-0025970,POOL-02,10.3,LOW
LN-0025971,POOL-04,15.5,LOW
LN-0025972,POOL-03,17.6,LOW
LN-0025973,POOL-09,42.4,MODERATE
LN-0025974,POOL-02,12.9,LOW
LN-0025975,POOL-05,19.1,LOW
LN-0025976,POOL-10,26.1,LOW
LN-0025977,POOL-03,52.6,HIGH
LN-0025978,POOL-03,20.7,LOW
LN-0025979,POOL-10,16.1,LOW
LN-0025980,POOL-07,15.4,LOW
LN-0025981,POOL-10,19.7,LOW
LN-0025982,POOL-02,11.4,LOW
LN-0025983,POOL-10,21.3,LOW
LN-0025984,POOL-04,20.1,LOW
LN-0025985,POOL-07,20.2,LOW
LN-0025986,POOL-09,20.6,LOW
LN-0025987,POOL-09,18.0,LOW
LN-0025988,POOL-10,11.2,LOW
LN-0025989,POOL-07,20.3,LOW
LN-0025990,POOL-07,17.1,LOW
LN-0025991,POOL-08,70.8,HIGH
LN-0025992,POOL-01,26.5,LOW
LN-0025993,POOL-10,11.7,LOW
LN-0025994,POOL-08,21.3,LOW
LN-0025995,POOL-09,15.4,LOW
LN-0025996,POOL-02,15.1,LOW
LN-0025997,POOL-04,70.0,HIGH
LN-0025998,POOL-06,19.8,LOW
LN-0025999,POOL-06,15.7,LOW
LN-0026000,POOL-08,22.5,LOW
LN-0026001,POOL-05,20.4,LOW
LN-0026002,POOL-09,25.8,LOW
LN-0026003,POOL-08,27.3,LOW
LN-0026004,POOL-03,15.3,LOW
LN-0026005,POOL-09,22.2,LOW
LN-0026006,POOL-01,32.9,MODERATE
LN-0026007,POOL-02,22.1,LOW
LN-0026008,POOL-04,29.3,LOW
LN-0026009,POOL-05,27.1,LOW
LN-0026010,POOL-05,11.5,LOW
LN-0026011,POOL-09,11.7,LOW
LN-0026012,POOL-02,25.4,LOW
LN-0026013,POOL-03,61.5,HIGH
LN-0026014,POOL-08,12.9,LOW
LN-0026015,POOL-10,12.8,LOW
LN-0026016,POOL-01,18.2,LOW
LN-0026017,POOL-09,27.6,LOW
LN-0026018,POOL-08,14.6,LOW
LN-0026019,POOL-10,12.8,LOW
LN-0026020,POOL-03,19.5,LOW
LN-0026021,POOL-09,19.2,LOW
LN-0026022,POOL-02,12.3,LOW
LN-0026023,POOL-04,71.0,HIGH
LN-0026024,POOL-08,30.8,MODERATE
LN-0026025,POOL-08,14.9,LOW
LN-0026026,POOL-06,26.1,LOW
LN-0026027,POOL-04,23.1,LOW
LN-0026028,POOL-06,24.9,LOW
LN-0026029,POOL-03,30.0,MODERATE
LN-0026030,POOL-01,13.9,LOW
LN-0026031,POOL-10,9.1,LOW
LN-0026032,POOL-10,19.4,LOW
LN-0026033,POOL-04,20.7,LOW
LN-0026034,POOL-07,18.7,LOW
LN-0026035,POOL-10,12.6,LOW
LN-0026036,POOL-03,72.4,HIGH
LN-0026037,POOL-10,20.3,LOW
LN-0026038,POOL-03,30.7,MODERATE
LN-0026039,POOL-03,31.1,MODERATE
LN-0026040,POOL-10,25.9,LOW
LN-0026041,POOL-02,11.7,LOW
LN-0026042,POOL-06,16.8,LOW
LN-0026043,POOL-03,22.6,LOW
LN-0026044,POOL-04,25.6,LOW
LN-0026045,POOL-07,19.5,LOW
LN-0026046,POOL-03,22.5,LOW
LN-0026047,POOL-01,14.0,LOW
LN-0026048,POOL-05,14.7,LOW
LN-0026049,POOL-10,20.7,LOW
LN-0026050,POOL-06,9.8,LOW
LN-0026051,POOL-09,13.1,LOW
LN-0026052,POOL-08,17.1,LOW
LN-0026053,POOL-05,19.1,LOW
LN-0026054,POOL-02,25.8,LOW
LN-0026055,POOL-03,18.8,LOW
LN-0026056,POOL-08,14.0,LOW
LN-0026057,POOL-09,32.6,MODERATE
LN-0026058,POOL-01,18.9,LOW
LN-0026059,POOL-08,16.2,LOW
LN-0026060,POOL-06,22.4,LOW
LN-0026061,POOL-09,16.0,LOW
LN-0026062,POOL-06,72.4,HIGH
LN-0026063,POOL-10,11.4,LOW
LN-0026064,POOL-03,18.9,LOW
LN-0026065,POOL-03,16.1,LOW
LN-0026066,POOL-06,18.7,LOW
LN-0026067,POOL-02,17.0,LOW
LN-0026068,POOL-08,22.8,LOW
LN-0026069,POOL-08,19.5,LOW
LN-0026070,POOL-10,13.5,LOW
LN-0026071,POOL-10,72.2,HIGH
LN-0026072,POOL-07,71.5,HIGH
LN-0026073,POOL-05,21.6,LOW
LN-0026074,POOL-09,15.2,LOW
LN-0026075,POOL-05,24.4,LOW
LN-0026076,POOL-04,17.1,LOW
LN-0026077,POOL-01,20.9,LOW
LN-0026078,POOL-04,18.7,LOW
LN-0026079,POOL-06,25.8,LOW
LN-0026080,POOL-09,25.6,LOW
LN-0026081,POOL-06,20.6,LOW
LN-0026082,POOL-10,9.9,LOW
LN-0026083,POOL-08,61.7,HIGH
LN-0026084,POOL-03,68.9,HIGH
LN-0026085,POOL-01,19.1,LOW
LN-0026086,POOL-03,13.5,LOW
LN-0026087,POOL-09,20.3,LOW
LN-0026088,POOL-09,17.7,LOW
LN-0026089,POOL-05,15.2,LOW
LN-0026090,POOL-01,14.2,LOW
LN-0026091,POOL-05,27.8,LOW
LN-0026092,POOL-07,23.0,LOW
LN-0026093,POOL-01,13.2,LOW
LN-0026094,POOL-04,14.4,LOW
LN-0026095,POOL-05,12.9,LOW
LN-0026096,POOL-02,69.4,HIGH
LN-0026097,POOL-03,15.6,LOW
LN-0026098,POOL-04,21.7,LOW
LN-0026099,POOL-07,20.4,LOW
LN-0026100,POOL-02,19.1,LOW
LN-0026101,POOL-06,64.4,HIGH
LN-0026102,POOL-05,16.8,LOW
LN-0026103,POOL-04,22.1,LOW
LN-0026104,POOL-03,71.7,HIGH
LN-0026105,POOL-02,14.8,LOW
LN-0026106,POOL-03,17.7,LOW
LN-0026107,POOL-05,25.7,LOW
LN-0026108,POOL-05,16.6,LOW
LN-0026109,POOL-03,16.7,LOW
LN-0026110,POOL-09,14.5,LOW
LN-0026111,POOL-02,20.5,LOW
LN-0026112,POOL-05,19.1,LOW
LN-0026113,POOL-04,21.6,LOW
LN-0026114,POOL-07,11.2,LOW
LN-0026115,POOL-05,29.4,LOW
LN-0026116,POOL-08,11.6,LOW
LN-0026117,POOL-03,11.1,LOW
LN-0026118,POOL-04,31.9,MODERATE
LN-0026119,POOL-10,18.7,LOW
LN-0026120,POOL-07,15.3,LOW
LN-0026121,POOL-10,11.6,LOW
LN-0026122,POOL-07,12.3,LOW
LN-0026123,POOL-09,20.3,LOW
LN-0026124,POOL-07,21.8,LOW
LN-0026125,POOL-04,16.7,LOW
LN-0026126,POOL-09,31.3,MODERATE
LN-0026127,POOL-10,15.5,LOW
LN-0026128,POOL-02,14.7,LOW
LN-0026129,POOL-07,21.0,LOW
LN-0026130,POOL-03,11.4,LOW
LN-0026131,POOL-09,12.0,LOW
LN-0026132,POOL-08,19.5,LOW
LN-0026133,POOL-03,15.0,LOW
LN-0026134,POOL-07,21.2,LOW
LN-0026135,POOL-05,11.1,LOW
LN-0026136,POOL-05,28.0,LOW
LN-0026137,POOL-03,36.1,MODERATE
LN-0026138,POOL-09,25.2,LOW
LN-0026139,POOL-01,15.6,LOW
LN-0026140,POOL-02,20.4,LOW
LN-0026141,POOL-04,22.0,LOW
LN-0026142,POOL-07,47.1,MODERATE
LN-0026143,POOL-05,11.5,LOW
LN-0026144,POOL-01,16.1,LOW
LN-0026145,POOL-01,19.0,LOW
LN-0026146,POOL-09,33.0,MODERATE
LN-0026147,POOL-01,12.6,LOW
LN-0026148,POOL-03,16.9,LOW
LN-0026149,POOL-10,29.9,LOW
LN-0026150,POOL-07,13.3,LOW
LN-0026151,POOL-04,20.6,LOW
LN-0026152,POOL-09,20.9,LOW
LN-0026153,POOL-08,13.0,LOW
LN-0026154,POOL-05,20.6,LOW
LN-0026155,POOL-09,61.7,HIGH
LN-0026156,POOL-09,37.3,MODERATE
LN-0026157,POOL-06,13.6,LOW
LN-0026158,POOL-09,21.1,LOW
LN-0026159,POOL-01,15.5,LOW
LN-0026160,POOL-10,32.4,MODERATE
LN-0026161,POOL-10,20.4,LOW
LN-0026162,POOL-08,11.3,LOW
LN-0026163,POOL-10,18.5,LOW
LN-0026164,POOL-10,18.2,LOW
LN-0026165,POOL-04,25.5,LOW
LN-0026166,POOL-06,9.4,LOW
LN-0026167,POOL-05,11.0,LOW
LN-0026168,POOL-02,18.1,LOW
LN-0026169,POOL-03,11.3,LOW
LN-0026170,POOL-05,20.2,LOW
LN-0026171,POOL-10,56.1,HIGH
LN-0026172,POOL-02,21.3,LOW
LN-0026173,POOL-06,33.4,MODERATE
LN-0026174,POOL-08,12.7,LOW
LN-0026175,POOL-03,16.6,LOW
LN-0026176,POOL-02,20.3,LOW
LN-0026177,POOL-02,24.9,LOW
LN-0026178,POOL-09,26.2,LOW
LN-0026179,POOL-01,22.1,LOW
LN-0026180,POOL-05,10.4,LOW
LN-0026181,POOL-06,70.2,HIGH
LN-0026182,POOL-07,19.9,LOW
LN-0026183,POOL-05,14.9,LOW
LN-0026184,POOL-10,19.2,LOW
LN-0026185,POOL-06,20.8,LOW
LN-0026186,POOL-01,23.4,LOW
LN-0026187,POOL-01,15.2,LOW
LN-0026188,POOL-10,25.2,LOW
LN-0026189,POOL-03,12.9,LOW
LN-0026190,POOL-09,20.0,LOW
LN-0026191,POOL-06,21.5,LOW
LN-0026192,POOL-01,14.6,LOW
LN-0026193,POOL-03,14.3,LOW
LN-0026194,POOL-02,15.6,LOW
LN-0026195,POOL-02,82.8,CRITICAL
LN-0026196,POOL-09,72.4,HIGH
LN-0026197,POOL-04,12.9,LOW
LN-0026198,POOL-03,24.0,LOW
LN-0026199,POOL-07,19.0,LOW
LN-0026200,POOL-07,19.7,LOW
LN-0026201,POOL-09,15.4,LOW
LN-0026202,POOL-03,24.6,LOW
LN-0026203,POOL-06,20.5,LOW
LN-0026204,POOL-10,43.7,MODERATE
LN-0026205,POOL-06,16.3,LOW
LN-0026206,POOL-08,12.2,LOW
LN-0026207,POOL-02,23.8,LOW
LN-0026208,POOL-09,19.5,LOW
LN-0026209,POOL-03,21.6,LOW
LN-0026210,POOL-07,26.0,LOW
LN-0026211,POOL-07,24.9,LOW
LN-0026212,POOL-09,25.9,LOW
LN-0026213,POOL-05,14.2,LOW
LN-0026214,POOL-02,13.1,LOW
LN-0026215,POOL-02,29.9,LOW
LN-0026216,POOL-10,16.9,LOW
LN-0026217,POOL-07,24.9,LOW
LN-0026218,POOL-02,20.4,LOW
LN-0026219,POOL-10,13.6,LOW
LN-0026220,POOL-06,14.8,LOW
LN-0026221,POOL-10,9.8,LOW
LN-0026222,POOL-04,18.8,LOW
LN-0026223,POOL-04,10.2,LOW
LN-0026224,POOL-08,21.0,LOW
LN-0026225,POOL-01,77.2,CRITICAL
LN-0026226,POOL-02,19.1,LOW
LN-0026227,POOL-01,22.1,LOW
LN-0026228,POOL-01,18.5,LOW
LN-0026229,POOL-02,28.1,LOW
LN-0026230,POOL-06,17.0,LOW
LN-0026231,POOL-02,19.0,LOW
LN-0026232,POOL-07,12.5,LOW
LN-0026233,POOL-05,18.7,LOW
LN-0026234,POOL-03,52.7,HIGH
LN-0026235,POOL-01,16.7,LOW
LN-0026236,POOL-10,22.8,LOW
LN-0026237,POOL-01,20.2,LOW
LN-0026238,POOL-10,17.2,LOW
LN-0026239,POOL-03,14.3,LOW
LN-0026240,POOL-04,9.1,LOW
LN-0026241,POOL-07,19.7,LOW
LN-0026242,POOL-06,11.9,LOW
LN-0026243,POOL-09,28.2,LOW
LN-0026244,POOL-08,12.1,LOW
LN-0026245,POOL-08,31.6,MODERATE
LN-0026246,POOL-07,19.6,LOW
LN-0026247,POOL-03,18.4,LOW
LN-0026248,POOL-01,20.2,LOW
LN-0026249,POOL-05,22.5,LOW
LN-0026250,POOL-05,12.2,LOW
LN-0026251,POOL-04,19.4,LOW
LN-0026252,POOL-09,70.2,HIGH
LN-0026253,POOL-05,18.9,LOW
LN-0026254,POOL-03,22.3,LOW
LN-0026255,POOL-05,19.5,LOW
LN-0026256,POOL-10,16.5,LOW
LN-0026257,POOL-03,13.5,LOW
LN-0026258,POOL-06,16.5,LOW
LN-0026259,POOL-03,25.4,LOW
LN-0026260,POOL-09,13.5,LOW
LN-0026261,POOL-07,20.4,LOW
LN-0026262,POOL-04,24.9,LOW
LN-0026263,POOL-06,19.5,LOW
LN-0026264,POOL-04,20.2,LOW
LN-0026265,POOL-05,19.1,LOW
LN-0026266,POOL-02,72.6,HIGH
LN-0026267,POOL-08,24.4,LOW
LN-0026268,POOL-02,26.2,LOW
LN-0026269,POOL-04,12.8,LOW
LN-0026270,POOL-03,69.4,HIGH
LN-0026271,POOL-07,21.6,LOW
LN-0026272,POOL-02,71.8,HIGH
LN-0026273,POOL-04,13.1,LOW
LN-0026274,POOL-07,12.1,LOW
LN-0026275,POOL-10,19.1,LOW
LN-0026276,POOL-08,17.1,LOW
LN-0026277,POOL-09,24.4,LOW
LN-0026278,POOL-08,14.4,LOW
LN-0026279,POOL-01,14.2,LOW
LN-0026280,POOL-03,20.7,LOW
LN-0026281,POOL-02,21.3,LOW
LN-0026282,POOL-09,23.0,LOW
LN-0026283,POOL-10,24.4,LOW
LN-0026284,POOL-06,13.6,LOW
LN-0026285,POOL-08,13.2,LOW
LN-0026286,POOL-08,66.1,HIGH
LN-0026287,POOL-07,13.7,LOW
LN-0026288,POOL-10,12.0,LOW
LN-0026289,POOL-02,13.5,LOW
LN-0026290,POOL-08,25.8,LOW
LN-0026291,POOL-09,19.8,LOW
LN-0026292,POOL-06,20.7,LOW
LN-0026293,POOL-01,21.4,LOW
LN-0026294,POOL-06,19.5,LOW
LN-0026295,POOL-01,12.6,LOW
LN-0026296,POOL-04,14.6,LOW
LN-0026297,POOL-06,22.1,LOW
LN-0026298,POOL-09,20.6,LOW
LN-0026299,POOL-10,25.8,LOW
LN-0026300,POOL-04,11.8,LOW
LN-0026301,POOL-09,16.0,LOW
LN-0026302,POOL-07,20.2,LOW
LN-0026303,POOL-10,21.5,LOW
LN-0026304,POOL-04,24.6,LOW
LN-0026305,POOL-07,23.5,LOW
LN-0026306,POOL-02,12.7,LOW
LN-0026307,POOL-04,17.3,LOW
LN-0026308,POOL-02,16.8,LOW
LN-0026309,POOL-06,22.8,LOW
LN-0026310,POOL-02,19.2,LOW
LN-0026311,POOL-09,26.9,LOW
LN-0026312,POOL-09,15.7,LOW
LN-0026313,POOL-05,18.7,LOW
LN-0026314,POOL-02,16.6,LOW
LN-0026315,POOL-08,14.2,LOW
LN-0026316,POOL-09,9.3,LOW
LN-0026317,POOL-06,19.6,LOW
LN-0026318,POOL-02,23.3,LOW
LN-0026319,POOL-05,16.1,LOW
LN-0026320,POOL-02,23.0,LOW
LN-0026321,POOL-08,11.8,LOW
LN-0026322,POOL-02,19.1,LOW
LN-0026323,POOL-05,10.6,LOW
LN-0026324,POOL-02,31.8,MODERATE
LN-0026325,POOL-05,13.1,LOW
LN-0026326,POOL-06,25.8,LOW
LN-0026327,POOL-02,26.2,LOW
LN-0026328,POOL-05,20.6,LOW
LN-0026329,POOL-04,25.9,LOW
LN-0026330,POOL-09,13.6,LOW
LN-0026331,POOL-02,14.0,LOW
LN-0026332,POOL-08,75.4,CRITICAL
LN-0026333,POOL-10,27.8,LOW
LN-0026334,POOL-10,30.6,MODERATE
LN-0026335,POOL-02,18.0,LOW
LN-0026336,POOL-08,19.6,LOW
LN-0026337,POOL-02,17.5,LOW
LN-0026338,POOL-09,21.8,LOW
LN-0026339,POOL-01,13.9,LOW
LN-0026340,POOL-02,13.8,LOW
LN-0026341,POOL-02,19.4,LOW
LN-0026342,POOL-02,32.0,MODERATE
LN-0026343,POOL-04,15.5,LOW
LN-0026344,POOL-09,23.3,LOW
LN-0026345,POOL-08,17.5,LOW
LN-0026346,POOL-05,17.8,LOW
LN-0026347,POOL-05,13.2,LOW
LN-0026348,POOL-02,69.4,HIGH
LN-0026349,POOL-08,20.0,LOW
LN-0026350,POOL-03,23.7,LOW
LN-0026351,POOL-09,80.7,CRITICAL
LN-0026352,POOL-07,21.5,LOW
LN-0026353,POOL-07,9.9,LOW
LN-0026354,POOL-01,17.3,LOW
LN-0026355,POOL-09,11.1,LOW
LN-0026356,POOL-02,20.1,LOW
LN-0026357,POOL-05,18.1,LOW
LN-0026358,POOL-07,19.4,LOW
LN-0026359,POOL-02,75.4,CRITICAL
LN-0026360,POOL-03,20.0,LOW
LN-0026361,POOL-08,25.0,LOW
LN-0026362,POOL-08,20.5,LOW
LN-0026363,POOL-09,14.9,LOW
LN-0026364,POOL-09,20.3,LOW
LN-0026365,POOL-07,26.8,LOW
LN-0026366,POOL-01,12.2,LOW
LN-0026367,POOL-07,30.6,MODERATE
LN-0026368,POOL-06,18.7,LOW
LN-0026369,POOL-08,19.3,LOW
LN-0026370,POOL-10,25.1,LOW
LN-0026371,POOL-02,25.1,LOW
LN-0026372,POOL-01,21.0,LOW
LN-0026373,POOL-01,63.7,HIGH
LN-0026374,POOL-05,18.5,LOW
LN-0026375,POOL-10,23.9,LOW
LN-0026376,POOL-02,25.3,LOW
LN-0026377,POOL-09,19.7,LOW
LN-0026378,POOL-05,13.4,LOW
LN-0026379,POOL-04,9.7,LOW
LN-0026380,POOL-09,33.9,MODERATE
LN-0026381,POOL-10,24.6,LOW
LN-0026382,POOL-03,23.2,LOW
LN-0026383,POOL-03,21.6,LOW
LN-0026384,POOL-04,61.1,HIGH
LN-0026385,POOL-08,10.1,LOW
LN-0026386,POOL-03,23.0,LOW
LN-0026387,POOL-10,21.8,LOW
LN-0026388,POOL-07,19.6,LOW
LN-0026389,POOL-05,70.8,HIGH
LN-0026390,POOL-08,18.0,LOW
LN-0026391,POOL-10,27.1,LOW
LN-0026392,POOL-06,13.4,LOW
LN-0026393,POOL-08,32.1,MODERATE
LN-0026394,POOL-01,19.2,LOW
LN-0026395,POOL-02,30.0,MODERATE
LN-0026396,POOL-10,14.3,LOW
LN-0026397,POOL-03,72.3,HIGH
LN-0026398,POOL-08,10.7,LOW
LN-0026399,POOL-01,13.2,LOW
LN-0026400,POOL-04,26.5,LOW
LN-0026401,POOL-10,19.0,LOW
LN-0026402,POOL-08,12.9,LOW
LN-0026403,POOL-04,20.8,LOW
LN-0026404,POOL-10,17.4,LOW
LN-0026405,POOL-07,24.1,LOW
LN-0026406,POOL-10,16.1,LOW
LN-0026407,POOL-10,19.8,LOW
LN-0026408,POOL-05,29.7,LOW
LN-0026409,POOL-07,30.1,MODERATE
LN-0026410,POOL-08,79.7,CRITICAL
LN-0026411,POOL-05,20.3,LOW
LN-0026412,POOL-04,12.7,LOW
LN-0026413,POOL-03,29.9,LOW
LN-0026414,POOL-06,16.1,LOW
LN-0026415,POOL-04,22.1,LOW
LN-0026416,POOL-01,22.1,LOW
LN-0026417,POOL-01,71.6,HIGH
LN-0026418,POOL-01,23.4,LOW
LN-0026419,POOL-03,17.3,LOW
LN-0026420,POOL-02,26.4,LOW
LN-0026421,POOL-01,21.6,LOW
LN-0026422,POOL-09,22.3,LOW
LN-0026423,POOL-10,16.0,LOW
LN-0026424,POOL-10,14.4,LOW
LN-0026425,POOL-04,22.2,LOW
LN-0026426,POOL-06,25.6,LOW
LN-0026427,POOL-02,21.5,LOW
LN-0026428,POOL-02,13.3,LOW
LN-0026429,POOL-03,13.7,LOW
LN-0026430,POOL-10,14.9,LOW
LN-0026431,POOL-01,18.5,LOW
LN-0026432,POOL-04,12.3,LOW
LN-0026433,POOL-05,13.0,LOW
LN-0026434,POOL-03,25.5,LOW
LN-0026435,POOL-07,13.1,LOW
LN-0026436,POOL-01,20.0,LOW
LN-0026437,POOL-03,13.8,LOW
LN-0026438,POOL-06,26.8,LOW
LN-0026439,POOL-03,26.5,LOW
LN-0026440,POOL-04,23.4,LOW
LN-0026441,POOL-08,12.6,LOW
LN-0026442,POOL-03,10.3,LOW
LN-0026443,POOL-08,12.8,LOW
LN-0026444,POOL-03,19.2,LOW
LN-0026445,POOL-08,19.5,LOW
LN-0026446,POOL-09,10.8,LOW
LN-0026447,POOL-07,30.6,MODERATE
LN-0026448,POOL-01,21.5,LOW
LN-0026449,POOL-07,15.3,LOW
LN-0026450,POOL-05,15.5,LOW
LN-0026451,POOL-04,15.9,LOW
LN-0026452,POOL-09,12.5,LOW
LN-0026453,POOL-04,22.6,LOW
LN-0026454,POOL-09,12.1,LOW
LN-0026455,POOL-05,14.7,LOW
LN-0026456,POOL-06,30.1,MODERATE
LN-0026457,POOL-07,15.2,LOW
LN-0026458,POOL-01,19.7,LOW
LN-0026459,POOL-08,19.4,LOW
LN-0026460,POOL-08,22.4,LOW
LN-0026461,POOL-10,18.8,LOW
LN-0026462,POOL-10,23.9,LOW
LN-0026463,POOL-03,25.0,LOW
LN-0026464,POOL-08,13.9,LOW
LN-0026465,POOL-04,22.8,LOW
LN-0026466,POOL-07,13.1,LOW
LN-0026467,POOL-06,21.7,LOW
LN-0026468,POOL-10,18.7,LOW
LN-0026469,POOL-10,17.6,LOW
LN-0026470,POOL-09,23.0,LOW
LN-0026471,POOL-04,11.9,LOW
LN-0026472,POOL-02,10.7,LOW
LN-0026473,POOL-01,10.8,LOW
LN-0026474,POOL-10,21.0,LOW
LN-0026475,POOL-01,31.6,MODERATE
LN-0026476,POOL-07,22.4,LOW
LN-0026477,POOL-04,10.0,LOW
LN-0026478,POOL-06,11.5,LOW
LN-0026479,POOL-08,18.3,LOW
LN-0026480,POOL-08,31.2,MODERATE
LN-0026481,POOL-10,31.5,MODERATE
LN-0026482,POOL-03,15.1,LOW
LN-0026483,POOL-10,52.3,HIGH
LN-0026484,POOL-06,16.9,LOW
LN-0026485,POOL-04,70.6,HIGH
LN-0026486,POOL-04,12.9,LOW
LN-0026487,POOL-09,22.3,LOW
LN-0026488,POOL-03,13.1,LOW
LN-0026489,POOL-02,69.0,HIGH
LN-0026490,POOL-09,18.3,LOW
LN-0026491,POOL-04,15.3,LOW
