loan_id,report_date,balance,delinquency_days,payment_received
LN-0012335,2023-08-31,3481.68,0,870.42
LN-0012337,2023-08-31,256260.31,0,1279.62
LN-0012338,2023-08-31,28389.31,0,808.68
LN-0012341,2023-08-31,10743.33,0,610.63
LN-0012342,2023-08-31,305555.45,0,1758.94
LN-0012343,2023-08-31,8747.23,0,803.08
LN-0012344,2023-08-31,190164.54,0,1588.06
LN-0012345,2023-08-31,298559.53,0,1359.54
LN-0012346,2023-08-31,11491.31,0,357.44
LN-0012348,2023-08-31,300797.23,30,1709.77
LN-0012349,2023-08-31,22693.69,0,858.4
LN-0012350,2023-08-31,25258.73,0,503.59
LN-0012351,2023-08-31,213873.37,30,930.55
LN-0012352,2023-08-31,197133.1,0,1519.83
LN-0012354,2023-08-31,5318.12,0,295.0
LN-0012356,2023-08-31,328277.24,30,1892.15
LN-0012358,2023-08-31,12048.78,30,720.78
LN-0012360,2023-08-31,3855.92,0,963.98
LN-0012361,2023-08-31,19065.11,0,1151.59
LN-0012362,2023-08-31,2203.96,0,550.99
LN-0012363,2023-08-31,266618.93,0,1175.76
LN-0012365,2023-08-31,3538.28,0,884.57
LN-0012366,2023-08-31,1426.31,0,285.76
LN-0012367,2023-08-31,6501.77,0,359.23
LN-0012368,2023-08-31,10334.41,0,618.22
LN-0012370,2023-08-31,30483.02,0,754.05
LN-0012371,2023-08-31,454016.55,0,2001.87
LN-0012373,2023-08-31,3135.02,0,181.91
LN-0012374,2023-08-31,246931.1,0,1172.81
LN-0012375,2023-08-31,6292.73,0,531.12
LN-0012376,2023-08-31,20698.16,0,861.68
LN-0012378,2023-08-31,11477.08,0,909.82
LN-0012379,2023-08-31,238507.04,0,1135.19
LN-0012380,2023-08-31,6905.35,0,363.87
LN-0012381,2023-08-31,2981.04,0,745.26
LN-0012382,2023-08-31,392151.61,0,1920.91
LN-0012384,2023-08-31,17038.59,0,654.65
LN-0012385,2023-08-31,3569.76,0,892.44
LN-0012387,2023-08-31,234272.57,0,1152.82
LN-0012388,2023-08-31,12134.07,0,638.83
LN-0012389,2023-08-31,246299.94,0,2287.59
LN-0012390,2023-08-31,396527.93,0,2037.2
LN-0012391,2023-08-31,4639.24,0,325.43
LN-0012393,2023-08-31,7488.64,30,365.68
LN-0012394,2023-08-31,199412.54,0,977.7
LN-0012395,2023-08-31,7740.12,0,503.52
LN-0012396,2023-08-31,259847.16,0,1086.49
LN-0012397,2023-08-31,231.84,0,57.96
LN-0012398,2023-08-31,5728.88,0,1432.22
LN-0012399,2023-08-31,227763.62,30,924.23
LN-0012401,2023-08-31,237671.45,0,1180.95
LN-0012402,2023-08-31,3937.2,0,984.3
LN-0012403,2023-08-31,9676.75,0,317.65
LN-0012404,2023-08-31,81635.44,0,384.48
LN-0012407,2023-08-31,3836.92,0,959.23
LN-0012408,2023-08-31,375553.61,0,1876.47
LN-0012410,2023-08-31,8509.41,0,398.53
LN-0012413,2023-08-31,4893.24,0,1223.31
LN-0012414,2023-08-31,129873.08,0,628.0
LN-0012415,2023-08-31,1099.09,0,55.4
LN-0012416,2023-08-31,227889.73,0,991.04
LN-0012418,2023-08-31,298452.23,0,1412.59
LN-0012419,2023-08-31,24966.44,0,901.64
LN-0012420,2023-08-31,2264.72,0,566.18
LN-0012424,2023-08-31,188357.32,0,960.78
LN-0012425,2023-08-31,169522.22,0,1307.43
LN-0012427,2023-08-31,10122.87,0,454.17
LN-0012429,2023-08-31,33119.87,0,811.19
LN-0012430,2023-08-31,4862.97,30,812.39
LN-0012431,2023-08-31,2827.64,30,706.91
LN-0012434,2023-08-31,191303.13,0,1484.68
LN-0012435,2023-08-31,322715.17,0,1701.09
LN-0012436,2023-08-31,18428.44,0,863.87
LN-0012437,2023-08-31,5438.23,30,324.29
LN-0012438,2023-08-31,31414.54,0,926.35
LN-0012439,2023-08-31,10376.51,0,458.03
LN-0012440,2023-08-31,1720.55,30,247.62
LN-0012441,2023-08-31,6006.72,0,423.94
LN-0012442,2023-08-31,1615.64,0,403.91
LN-0012443,2023-08-31,200508.11,0,890.07
LN-0012444,2023-08-31,2948.81,0,590.21
LN-0012446,2023-08-31,269028.1,0,1249.33
LN-0012447,2023-08-31,3101.48,0,775.37
LN-0012448,2023-08-31,393611.38,0,2034.16
LN-0012449,2023-08-31,7811.19,0,360.79
LN-0012452,2023-08-31,235249.58,0,1194.86
LN-0012453,2023-08-31,19979.59,0,484.75
LN-0012454,2023-08-31,22747.72,0,749.01
LN-0012455,2023-08-31,2266.93,0,109.54
LN-0012456,2023-08-31,288623.23,30,1318.22
LN-0012458,2023-08-31,107403.06,0,543.97
LN-0012459,2023-08-31,19753.13,0,458.25
LN-0012461,2023-08-31,212973.71,0,933.83
LN-0012463,2023-08-31,15717.79,30,677.86
LN-0012464,2023-08-31,2357.77,0,132.32
LN-0012466,2023-08-31,4162.76,0,1040.69
LN-0012469,2023-08-31,3920.44,0,335.9
LN-0012470,2023-08-31,10457.85,0,470.23
LN-0012471,2023-08-31,22120.14,0,579.51
LN-0012472,2023-08-31,6954.04,0,387.61
LN-0012473,2023-08-31,6451.96,0,503.37
LN-0012474,2023-08-31,227468.76,0,1128.23
LN-0012476,2023-08-31,2477.32,30,619.33
LN-0012477,2023-08-31,328699.75,0,1445.72
LN-0012479,2023-08-31,1170.0,0,292.5
LN-0012482,2023-08-31,22953.63,0,529.76
LN-0012485,2023-08-31,21702.73,0,528.86
LN-0012486,2023-08-31,148891.53,0,709.89
LN-0012487,2023-08-31,3738.68,0,934.67
LN-0012489,2023-08-31,11293.47,0,524.23
LN-0012490,2023-08-31,305946.18,0,1506.69
LN-0012491,2023-08-31,2878.0,30,719.5
LN-0012492,2023-08-31,8006.81,0,455.2
LN-0012493,2023-08-31,303036.26,0,1470.98
LN-0012494,2023-08-31,14112.31,0,486.69
LN-0012499,2023-08-31,3888.76,0,210.19
LN-0012500,2023-08-31,2843.44,0,710.86
LN-0012501,2023-08-31,222303.66,0,2128.69
LN-0012502,2023-08-31,1720.92,0,430.23
LN-0012503,2023-08-31,10945.9,0,675.36
LN-0012504,2023-08-31,172208.66,0,739.15
LN-0012505,2023-08-31,1222.93,0,70.41
LN-0012506,2023-08-31,380511.8,0,1685.81
LN-0012507,2023-08-31,275135.53,60,1561.76
LN-0012510,2023-08-31,2076.61,0,114.16
LN-0012511,2023-08-31,2778.48,0,694.62
LN-0012512,2023-08-31,19010.68,0,854.57
LN-0012513,2023-08-31,6614.53,0,517.12
LN-0012514,2023-08-31,263632.62,0,1368.38
LN-0012515,2023-08-31,3014.4,0,753.6
LN-0012516,2023-08-31,592660.36,0,3315.97
LN-0012517,2023-08-31,13439.48,30,656.82
LN-0012518,2023-08-31,9302.23,0,396.93
LN-0012519,2023-08-31,3215.96,0,803.99
LN-0012520,2023-08-31,30217.37,0,609.77
LN-0012522,2023-08-31,17940.42,0,674.81
LN-0012523,2023-08-31,9024.68,0,1007.33
LN-0012524,2023-08-31,112587.13,0,649.73
LN-0012527,2023-08-31,15739.99,0,809.37
LN-0012528,2023-08-31,1002.15,30,52.12
LN-0012529,2023-08-31,19458.73,0,618.58
LN-0012530,2023-08-31,15578.29,0,625.06
LN-0012531,2023-08-31,10103.92,0,605.26
LN-0012532,2023-08-31,20319.61,0,780.59
LN-0012533,2023-08-31,322930.88,0,1755.69
LN-0012534,2023-08-31,25837.57,0,528.93
LN-0012535,2023-08-31,20925.91,0,736.16
LN-0012536,2023-08-31,8647.21,0,552.91
LN-0012537,2023-08-31,20041.26,0,1084.98
LN-0012539,2023-08-31,359828.25,0,1850.85
LN-0012540,2023-08-31,209564.75,0,1003.24
LN-0012542,2023-08-31,349254.65,0,1722.35
LN-0012543,2023-08-31,4276.8,30,1069.2
LN-0012544,2023-08-31,377251.66,0,1539.67
LN-0012545,2023-08-31,4886.63,0,978.05
LN-0012546,2023-08-31,282683.83,60,1580.38
LN-0012547,2023-08-31,6612.73,0,668.0
LN-0012548,2023-08-31,749.0,0,187.25
LN-0012550,2023-08-31,2919.88,0,110.73
LN-0012551,2023-08-31,401839.41,0,1915.86
LN-0012552,2023-08-31,6308.08,0,378.47
LN-0012553,2023-08-31,7776.93,0,410.1
LN-0012554,2023-08-31,12265.66,0,781.03
LN-0012555,2023-08-31,3786.82,0,182.1
LN-0012557,2023-08-31,216319.86,30,1124.46
LN-0012558,2023-08-31,118759.93,0,1055.71
LN-0012561,2023-08-31,432855.55,0,2059.44
LN-0012562,2023-08-31,165968.22,0,1365.42
LN-0012564,2023-08-31,292836.38,0,2237.99
LN-0012565,2023-08-31,5873.04,0,1468.26
LN-0012566,2023-08-31,5296.0,0,259.71
LN-0012567,2023-08-31,6104.4,0,1526.1
LN-0012568,2023-08-31,10200.89,0,494.34
LN-0012569,2023-08-31,201810.9,0,1016.76
LN-0012571,2023-08-31,7814.77,0,376.52
LN-0012572,2023-08-31,20765.97,0,462.47
LN-0012573,2023-08-31,3973.72,0,993.43
LN-0012574,2023-08-31,205688.94,0,1000.84
LN-0012575,2023-08-31,151753.26,0,754.16
LN-0012577,2023-08-31,359556.75,0,2990.93
LN-0012578,2023-08-31,15099.25,0,624.78
LN-0012579,2023-08-31,21728.26,0,904.91
LN-0012581,2023-08-31,11848.95,0,529.02
LN-0012582,2023-08-31,4914.63,0,237.92
LN-0012584,2023-08-31,236087.68,0,1058.95
LN-0012585,2023-08-31,20211.34,0,555.97
LN-0012586,2023-08-31,7408.45,0,681.49
LN-0012587,2023-08-31,285294.07,0,1228.44
LN-0012588,2023-08-31,5222.39,30,871.87
LN-0012589,2023-08-31,9582.0,0,2395.5
LN-0012591,2023-08-31,1404.35,0,63.34
LN-0012595,2023-08-31,163293.66,0,1434.65
LN-0012597,2023-08-31,18901.9,0,341.0
LN-0012598,2023-08-31,3061.27,0,384.67
LN-0012599,2023-08-31,339356.34,0,2624.53
LN-0012601,2023-08-31,22976.18,0,1306.23
LN-0012602,2023-08-31,360113.22,0,1991.0
LN-0012603,2023-08-31,3115.36,30,778.84
LN-0012604,2023-08-31,12446.05,0,747.39
LN-0012605,2023-08-31,1417.08,0,354.27
LN-0012606,2023-08-31,11404.23,0,784.85
LN-0012608,2023-08-31,222490.75,0,1723.84
LN-0012609,2023-08-31,2627.76,0,656.94
LN-0012610,2023-08-31,2712.2,0,678.05
LN-0012612,2023-08-31,284488.75,0,2276.53
LN-0012615,2023-08-31,15915.86,0,360.21
LN-0012616,2023-08-31,16520.33,0,309.63
LN-0012617,2023-08-31,220786.53,0,1028.37
LN-0012618,2023-08-31,232501.15,0,1720.21
LN-0012619,2023-08-31,298259.66,0,1559.01
LN-0012621,2023-08-31,5067.53,30,267.17
LN-0012622,2023-08-31,2423.28,0,605.82
LN-0012625,2023-08-31,144099.27,0,1073.38
LN-0012626,2023-08-31,345899.86,0,1700.72
LN-0012632,2023-08-31,3654.87,0,203.4
LN-0012633,2023-08-31,3557.16,0,889.29
LN-0012634,2023-08-31,16793.76,0,571.96
LN-0012635,2023-08-31,4643.6,0,1160.9
LN-0012636,2023-08-31,491247.86,0,2362.29
LN-0012637,2023-08-31,247634.35,0,1354.59
LN-0012638,2023-08-31,356540.82,60,1834.69
LN-0012641,2023-08-31,6181.22,0,386.12
LN-0012642,2023-08-31,2641.72,0,660.43
LN-0012643,2023-08-31,234576.04,30,1341.88
LN-0012644,2023-08-31,3305.29,0,115.07
LN-0012646,2023-08-31,6934.14,0,216.66
LN-0012647,2023-08-31,30441.82,0,938.23
LN-0012648,2023-08-31,249330.62,0,1036.77
LN-0012649,2023-08-31,5074.8,0,1268.7
LN-0012650,2023-08-31,272354.29,0,1231.7
LN-0012651,2023-08-31,11738.82,0,442.31
LN-0012653,2023-08-31,133797.28,0,721.48
LN-0012654,2023-08-31,285207.37,0,1468.91
LN-0012656,2023-08-31,5564.54,0,931.07
LN-0012657,2023-08-31,382521.41,0,2113.41
LN-0012658,2023-08-31,3681.0,0,920.25
LN-0012660,2023-08-31,4796.03,0,802.09
LN-0012661,2023-08-31,24475.74,0,447.25
LN-0012663,2023-08-31,199434.32,0,864.56
LN-0012664,2023-08-31,7292.02,30,815.69
LN-0012665,2023-08-31,9829.99,0,359.46
LN-0012666,2023-08-31,4586.02,0,425.27
LN-0012667,2023-08-31,357103.83,30,2533.93
LN-0012668,2023-08-31,9003.69,60,461.57
LN-0012669,2023-08-31,4155.86,0,463.9
LN-0012670,2023-08-31,1460.56,0,365.14
LN-0012671,2023-08-31,11310.39,0,1428.84
LN-0012672,2023-08-31,16826.62,0,493.76
LN-0012673,2023-08-31,209982.69,0,1714.91
LN-0012674,2023-08-31,24696.11,0,625.11
LN-0012675,2023-08-31,3951.92,30,987.98
LN-0012677,2023-08-31,34697.14,0,829.89
LN-0012683,2023-08-31,14132.18,0,541.54
LN-0012685,2023-08-31,6033.1,0,384.92
LN-0012686,2023-08-31,4506.49,0,384.79
LN-0012687,2023-08-31,374076.82,0,1848.18
LN-0012688,2023-08-31,8021.03,0,294.55
LN-0012690,2023-08-31,273627.12,0,1234.89
LN-0012691,2023-08-31,305905.33,0,1470.19
LN-0012692,2023-08-31,94484.99,0,491.66
LN-0012693,2023-08-31,7547.08,0,1886.77
LN-0012694,2023-08-31,230502.63,60,1066.98
LN-0012695,2023-08-31,1234.08,0,69.95
LN-0012696,2023-08-31,389642.89,0,2199.2
LN-0012697,2023-08-31,14636.85,0,687.69
LN-0012698,2023-08-31,11275.24,0,1035.61
LN-0012699,2023-08-31,20218.95,0,541.7
LN-0012702,2023-08-31,20937.47,0,843.6
LN-0012703,2023-08-31,9395.85,0,805.79
LN-0012705,2023-08-31,6864.09,0,277.65
LN-0012706,2023-08-31,10998.35,0,480.93
LN-0012707,2023-08-31,11701.86,30,619.53
LN-0012708,2023-08-31,22012.52,0,1075.54
LN-0012710,2023-08-31,9298.3,0,795.35
LN-0012711,2023-08-31,3016.44,0,754.11
LN-0012712,2023-08-31,1283.83,0,62.34
LN-0012714,2023-08-31,7267.42,0,436.97
LN-0012716,2023-08-31,285352.22,0,1472.48
LN-0012717,2023-08-31,841.48,30,19.5
LN-0012718,2023-08-31,3622.36,0,905.59
LN-0012723,2023-08-31,2470.41,0,106.54
LN-0012724,2023-08-31,3751.4,0,937.85
LN-0012725,2023-08-31,15560.19,0,389.43
LN-0012727,2023-08-31,1987.36,0,496.84
LN-0012729,2023-08-31,8666.87,0,437.45
LN-0012730,2023-08-31,7404.82,0,340.64
LN-0012731,2023-08-31,207859.47,0,993.9
LN-0012732,2023-08-31,296741.79,0,1463.38
LN-0012733,2023-08-31,22649.77,0,1170.17
LN-0012734,2023-08-31,6008.82,0,363.59
LN-0012736,2023-08-31,81090.32,0,396.27
LN-0012738,2023-08-31,4860.45,0,211.93
LN-0012739,2023-08-31,9719.16,0,759.41
LN-0012740,2023-08-31,5342.08,0,1335.52
LN-0012741,2023-08-31,123342.76,0,763.36
LN-0012742,2023-08-31,413234.29,0,1853.37
LN-0012743,2023-08-31,171135.25,0,1423.83
LN-0012744,2023-08-31,13104.31,30,1206.58
LN-0012746,2023-08-31,43046.27,30,807.65
LN-0012747,2023-08-31,2411.96,0,602.99
LN-0012748,2023-08-31,223759.63,30,1027.46
LN-0012749,2023-08-31,19324.02,0,598.02
LN-0012750,2023-08-31,33807.1,0,939.01
LN-0012751,2023-08-31,890.48,0,69.66
LN-0012752,2023-08-31,157774.43,0,792.74
LN-0012753,2023-08-31,17431.75,0,606.89
LN-0012754,2023-08-31,6845.95,0,860.93
LN-0012755,2023-08-31,4455.7,0,192.04
LN-0012756,2023-08-31,2260.92,0,565.23
LN-0012757,2023-08-31,239445.01,0,1073.16
LN-0012758,2023-08-31,314601.06,30,1533.08
LN-0012759,2023-08-31,2901.12,0,725.28
LN-0012760,2023-08-31,24903.19,30,554.33
LN-0012761,2023-08-31,12783.23,30,1090.82
LN-0012763,2023-08-31,25481.33,0,858.81
LN-0012764,2023-08-31,267419.56,0,1473.73
LN-0012765,2023-08-31,28918.03,0,640.23
LN-0012766,2023-08-31,199575.66,0,1075.45
LN-0012767,2023-08-31,10690.31,0,548.0
LN-0012768,2023-08-31,11643.62,0,241.95
LN-0012771,2023-08-31,206101.74,0,1045.29
LN-0012775,2023-08-31,17483.44,0,411.47
LN-0012776,2023-08-31,3680.45,0,736.84
LN-0012778,2023-08-31,8189.35,0,384.3
LN-0012780,2023-08-31,5572.39,0,475.41
LN-0012781,2023-08-31,1206.68,0,301.67
LN-0012782,2023-08-31,5547.95,0,620.47
LN-0012784,2023-08-31,250219.41,0,1196.61
LN-0012785,2023-08-31,7313.16,0,1828.29
LN-0012786,2023-08-31,11785.18,0,496.24
LN-0012787,2023-08-31,255814.25,0,1273.91
LN-0012788,2023-08-31,20550.43,0,797.22
LN-0012789,2023-08-31,381170.89,0,1727.81
LN-0012790,2023-08-31,377357.01,0,2075.29
LN-0012791,2023-08-31,289372.13,0,2267.43
LN-0012793,2023-08-31,5212.96,30,1303.24
LN-0012794,2023-08-31,23520.94,0,738.25
LN-0012795,2023-08-31,177026.07,0,811.2
LN-0012796,2023-08-31,3818.96,0,954.74
LN-0012797,2023-08-31,433445.58,30,2154.55
LN-0012798,2023-08-31,6309.98,0,706.96
LN-0012799,2023-08-31,29283.88,0,1266.52
LN-0012800,2023-08-31,5986.42,0,302.22
LN-0012803,2023-08-31,322560.69,0,2005.92
LN-0012804,2023-08-31,4382.12,30,1095.53
LN-0012805,2023-08-31,20645.98,0,619.25
LN-0012806,2023-08-31,15840.4,0,299.45
LN-0012808,2023-08-31,2829.48,0,707.37
LN-0012810,2023-08-31,147892.67,0,797.4
LN-0012811,2023-08-31,5372.52,0,1343.13
LN-0012814,2023-08-31,2621.56,0,655.39
LN-0012816,2023-08-31,6233.53,0,485.89
LN-0012820,2023-08-31,4802.52,0,1200.63
LN-0012822,2023-08-31,24367.01,0,880.07
LN-0012825,2023-08-31,1628.84,0,407.21
LN-0012826,2023-08-31,10444.71,0,969.16
LN-0012827,2023-08-31,171682.84,0,1441.69
LN-0012828,2023-08-31,8707.56,0,367.88
LN-0012829,2023-08-31,3244.47,0,300.94
LN-0012831,2023-08-31,2225.12,0,556.28
LN-0012832,2023-08-31,1163.22,0,56.04
LN-0012833,2023-08-31,1739.05,0,86.73
LN-0012834,2023-08-31,40429.51,0,1002.3
LN-0012836,2023-08-31,257109.18,0,1262.44
LN-0012838,2023-08-31,3911.39,0,441.19
LN-0012839,2023-08-31,24757.53,0,728.84
LN-0012841,2023-08-31,4496.8,0,647.02
LN-0012843,2023-08-31,254431.55,30,1245.59
LN-0012845,2023-08-31,367433.82,0,2716.99
LN-0012847,2023-08-31,252496.51,0,1207.73
LN-0012848,2023-08-31,25881.19,30,852.71
LN-0012849,2023-08-31,4232.72,0,606.16
LN-0012850,2023-08-31,18829.69,0,423.29
LN-0012854,2023-08-31,2891.94,0,157.16
LN-0012855,2023-08-31,172412.94,0,1367.38
LN-0012856,2023-08-31,242641.3,30,1281.84
LN-0012857,2023-08-31,324162.62,0,1704.69
LN-0012858,2023-08-31,19255.24,0,738.96
LN-0012859,2023-08-31,448265.18,0,1874.86
LN-0012861,2023-08-31,266794.39,0,1276.22
LN-0012862,2023-08-31,9748.02,0,822.17
LN-0012863,2023-08-31,4310.72,0,1077.68
LN-0012864,2023-08-31,6815.6,0,575.48
LN-0012865,2023-08-31,4010.46,60,187.53
LN-0012866,2023-08-31,7333.88,0,361.46
LN-0012867,2023-08-31,4447.41,60,274.43
LN-0012872,2023-08-31,340042.6,0,1805.19
LN-0012874,2023-08-31,242389.46,0,1860.93
LN-0012875,2023-08-31,318333.15,0,1660.05
LN-0012876,2023-08-31,400814.14,0,2023.53
LN-0012877,2023-08-31,344702.62,0,1600.24
LN-0012880,2023-08-31,289489.29,0,1474.19
LN-0012881,2023-08-31,18167.11,0,454.11
LN-0012882,2023-08-31,16019.86,0,602.73
LN-0012883,2023-08-31,266565.18,30,1369.42
LN-0012885,2023-08-31,263352.26,0,1268.05
LN-0012888,2023-08-31,10892.23,0,657.84
LN-0012890,2023-08-31,216053.4,0,1715.36
LN-0012891,2023-08-31,29013.87,0,546.69
LN-0012892,2023-08-31,7126.25,0,490.89
LN-0012893,2023-08-31,129987.44,0,639.59
LN-0012894,2023-08-31,8863.95,0,386.45
LN-0012895,2023-08-31,2432.04,0,608.01
LN-0012896,2023-08-31,3290.08,0,822.52
LN-0012897,2023-08-31,12142.94,0,727.56
LN-0012900,2023-08-31,5260.2,0,1315.05
LN-0012901,2023-08-31,169134.92,0,731.35
LN-0012902,2023-08-31,2529.39,0,423.43
LN-0012903,2023-08-31,13329.02,0,252.64
LN-0012904,2023-08-31,27447.58,0,603.37
LN-0012905,2023-08-31,188422.98,0,948.39
LN-0012908,2023-08-31,8452.11,0,277.51
LN-0012909,2023-08-31,352766.07,0,1788.12
LN-0012910,2023-08-31,19506.25,0,912.48
LN-0012912,2023-08-31,19247.44,0,442.44
LN-0012913,2023-08-31,6374.86,0,344.67
LN-0012914,2023-08-31,24349.08,0,687.07
LN-0012915,2023-08-31,996.92,0,249.23
LN-0012916,2023-08-31,224273.5,0,1097.42
LN-0012917,2023-08-31,369000.0,0,1538.66
LN-0012918,2023-08-31,4170.72,0,251.62
LN-0012919,2023-08-31,4172.36,0,1043.09
LN-0012920,2023-08-31,19480.14,0,512.1
LN-0012921,2023-08-31,8869.57,0,496.1
LN-0012923,2023-08-31,10626.77,0,533.5
LN-0012924,2023-08-31,246657.61,0,1449.18
LN-0012926,2023-08-31,24140.97,0,447.13
LN-0012927,2023-08-31,2574.96,0,643.74
LN-0012928,2023-08-31,13876.2,0,1166.6
LN-0012931,2023-08-31,341356.66,30,1869.47
LN-0012932,2023-08-31,319654.23,0,1739.45
LN-0012933,2023-08-31,20986.91,0,388.47
LN-0012934,2023-08-31,11865.55,0,551.54
LN-0012935,2023-08-31,411107.85,0,1897.94
LN-0012936,2023-08-31,7106.16,0,1776.54
LN-0012937,2023-08-31,2195.4,0,548.85
LN-0012938,2023-08-31,137143.15,0,672.08
LN-0012939,2023-08-31,7032.8,60,1758.2
LN-0012940,2023-08-31,26862.79,0,911.92
LN-0012941,2023-08-31,352935.83,0,1605.04
LN-0012942,2023-08-31,354805.84,0,1468.99
LN-0012943,2023-08-31,32025.14,30,947.26
LN-0012945,2023-08-31,1191.48,0,80.35
LN-0012946,2023-08-31,203785.92,30,1665.06
LN-0012947,2023-08-31,365263.96,0,1942.44
LN-0012948,2023-08-31,8765.34,0,593.89
LN-0012949,2023-08-31,7011.66,0,457.47
LN-0012950,2023-08-31,306431.95,0,1463.71
LN-0012952,2023-08-31,14661.63,0,605.26
LN-0012953,2023-08-31,75351.84,0,352.42
LN-0012954,2023-08-31,6159.86,0,294.66
LN-0012955,2023-08-31,221661.88,0,997.0
LN-0012956,2023-08-31,5834.73,0,593.88
LN-0012957,2023-08-31,5764.86,0,177.32
LN-0012958,2023-08-31,3427.32,0,856.83
LN-0012959,2023-08-31,3806.92,0,951.73
LN-0012960,2023-08-31,272215.62,0,1121.13
LN-0012961,2023-08-31,493897.33,0,2285.61
LN-0012962,2023-08-31,23315.91,0,513.16
LN-0012963,2023-08-31,132555.98,0,1093.34
LN-0012964,2023-08-31,4713.32,0,1178.33
LN-0012965,2023-08-31,2298.18,0,459.9
LN-0012966,2023-08-31,5633.16,0,1408.29
LN-0012967,2023-08-31,12125.02,0,774.73
LN-0012968,2023-08-31,2266.0,0,566.5
LN-0012972,2023-08-31,8166.77,0,394.57
LN-0012973,2023-08-31,13407.06,0,973.88
LN-0012974,2023-08-31,200436.49,0,1091.91
LN-0012975,2023-08-31,408060.77,0,1880.52
LN-0012976,2023-08-31,288723.78,0,1218.82
LN-0012977,2023-08-31,269861.64,0,1100.38
LN-0012978,2023-08-31,154389.57,0,796.54
LN-0012979,2023-08-31,365360.96,0,3003.85
LN-0012981,2023-08-31,317123.74,0,1507.76
LN-0012982,2023-08-31,163690.16,0,858.61
LN-0012984,2023-08-31,263190.0,0,1393.76
LN-0012985,2023-08-31,7086.34,0,224.19
LN-0012986,2023-08-31,4687.32,0,1171.83
LN-0012989,2023-08-31,17231.52,0,333.98
LN-0012990,2023-08-31,11647.45,0,590.82
LN-0012991,2023-08-31,237903.09,0,1243.31
LN-0012996,2023-08-31,4961.16,0,1240.29
LN-0012999,2023-08-31,9809.9,0,664.79
LN-0013001,2023-08-31,21852.71,0,648.9
LN-0013003,2023-08-31,397899.46,0,3403.37
LN-0013004,2023-08-31,18189.81,0,816.74
LN-0013005,2023-08-31,5496.45,0,509.09
LN-0013007,2023-08-31,21154.06,0,953.42
LN-0013008,2023-08-31,436899.58,0,2366.29
LN-0013010,2023-08-31,286559.13,30,1287.72
LN-0013011,2023-08-31,4863.3,30,266.59
LN-0013013,2023-08-31,3104.01,0,621.84
LN-0013014,2023-08-31,285342.06,0,1366.64
LN-0013015,2023-08-31,448767.01,0,2403.05
LN-0013016,2023-08-31,2964.86,0,164.2
LN-0013017,2023-08-31,5315.74,0,454.86
LN-0013018,2023-08-31,5445.49,0,242.68
LN-0013019,2023-08-31,2095.3,0,194.49
LN-0013020,2023-08-31,22718.33,0,802.54
LN-0013021,2023-08-31,381867.3,0,1928.65
LN-0013022,2023-08-31,3338.16,0,155.18
LN-0013024,2023-08-31,173136.9,0,779.26
LN-0013025,2023-08-31,2810.0,0,702.5
LN-0013027,2023-08-31,2551.82,0,426.98
LN-0013030,2023-08-31,200056.36,0,1126.86
LN-0013031,2023-08-31,324869.82,0,1594.05
LN-0013032,2023-08-31,5646.52,0,636.4
LN-0013034,2023-08-31,6365.77,0,1274.22
LN-0013037,2023-08-31,14877.42,0,619.05
LN-0013038,2023-08-31,4395.72,0,555.14
LN-0013039,2023-08-31,338445.19,0,1616.63
LN-0013040,2023-08-31,6652.74,0,613.6
LN-0013042,2023-08-31,225994.78,0,1246.32
LN-0013043,2023-08-31,6855.4,0,339.99
LN-0013044,2023-08-31,393452.56,0,2329.24
LN-0013045,2023-08-31,237530.91,0,1137.12
LN-0013046,2023-08-31,24473.49,0,905.24
LN-0013048,2023-08-31,300162.27,0,2420.0
LN-0013049,2023-08-31,266097.91,0,1260.66
LN-0013050,2023-08-31,228447.01,0,1004.17
LN-0013051,2023-08-31,85417.67,0,475.73
LN-0013052,2023-08-31,1751.32,0,93.31
LN-0013055,2023-08-31,375530.87,0,1597.31
LN-0013057,2023-08-31,233149.17,30,2146.08
LN-0013058,2023-08-31,89507.57,0,801.15
LN-0013059,2023-08-31,262199.27,0,1314.18
LN-0013060,2023-08-31,195437.63,30,909.48
LN-0013061,2023-08-31,227029.32,0,1100.25
LN-0013062,2023-08-31,258444.15,30,1280.33
LN-0013063,2023-08-31,4590.26,0,203.97
LN-0013064,2023-08-31,478374.9,0,2202.29
LN-0013065,2023-08-31,275736.15,0,1345.19
LN-0013066,2023-08-31,5833.49,0,407.7
LN-0013068,2023-08-31,257649.02,0,1220.24
LN-0013069,2023-08-31,5848.0,0,227.77
LN-0013070,2023-08-31,7924.45,0,447.77
LN-0013071,2023-08-31,569960.36,0,2684.61
LN-0013072,2023-08-31,6540.72,0,1635.18
LN-0013075,2023-08-31,221363.52,0,1105.22
LN-0013076,2023-08-31,343085.62,0,1539.52
LN-0013077,2023-08-31,2181.5,0,54.19
LN-0013078,2023-08-31,294633.44,0,1382.43
LN-0013079,2023-08-31,34252.54,0,1087.47
LN-0013080,2023-08-31,9070.36,0,489.21
LN-0013081,2023-08-31,3816.76,30,954.19
LN-0013082,2023-08-31,8522.49,0,629.46
LN-0013083,2023-08-31,15718.96,0,306.27
LN-0013084,2023-08-31,218122.72,0,1009.52
LN-0013085,2023-08-31,7148.52,0,439.88
LN-0013086,2023-08-31,2902.0,0,725.5
LN-0013089,2023-08-31,345145.18,0,1448.58
