loan_id,customer_id,loan_type,origination_date,maturity_date,term_months,interest_rate,original_principal,monthly_payment,dti,collateral_value,ltv,credit_score_at_origination,current_balance,current_credit_score,risk_grade,default_flag,delinquency_days,recovery_amount,prepayment_flag,loan_status,pool_id
LN-0025566,CUST-016111,Auto,2020-03-20,2025-03-20 05:06:00.000000008,60,0.0509,14766.63,279.27,0.05,19320.48,0.76,671,4050.31,693,Good,0,0,0.0,0,Current,POOL-03
LN-0025567,CUST-020121,Credit Card,2020-04-27,2020-04-27 00:00:00.000000000,0,0.1838,9405.8,470.29,0.06,0.0,0.0,642,8932.64,656,Fair,0,0,0.0,0,Current,POOL-01
LN-0025568,CUST-017845,Personal,2020-05-15,2024-05-14 23:16:48.000000000,48,0.112,24607.87,638.4,0.09,0.0,0.0,560,3104.52,562,Subprime,0,0,0.0,0,Current,POOL-01
LN-0025569,CUST-011776,Auto,2022-08-13,2028-08-12 10:55:11.999999991,72,0.0472,27640.2,441.56,0.04,32876.61,0.84,708,22154.67,693,Good,0,0,0.0,0,Current,POOL-01
LN-0025570,CUST-031625,Personal,2020-03-03,2021-03-03 05:49:12.000000000,12,0.0939,11552.57,1012.38,0.12,0.0,0.0,741,0.0,737,Good,0,0,0.0,0,Current,POOL-04
LN-0025571,CUST-001574,Auto,2020-08-05,2024-08-04 23:16:48.000000000,48,0.074,34722.28,837.93,0.13,49519.27,0.7,440,6521.16,436,Subprime,0,0,0.0,0,Current,POOL-10
LN-0025572,CUST-004056,Mortgage,2020-01-06,2050-01-05 06:35:59.999999965,360,0.0336,358433.56,1581.65,0.95,405650.33,0.88,744,329440.64,747,Very Good,0,23,0.0,0,Delinquent,POOL-01
LN-0025573,CUST-002281,Mortgage,2022-08-02,2052-08-01 06:35:59.999999965,360,0.0343,93597.03,416.64,0.08,114991.34,0.81,737,91159.4,740,Good,0,73,0.0,0,Delinquent,POOL-02
LN-0025574,CUST-015787,Auto,2021-08-30,2027-08-30 10:55:11.999999991,72,0.0492,38278.18,615.05,0.09,40901.21,0.94,688,0.0,678,Good,1,272,17193.43,0,Defaulted,POOL-03
LN-0025575,CUST-045064,Credit Card,2020-06-19,2020-06-19 00:00:00.000000000,0,0.1847,8659.56,432.98,0.09,0.0,0.0,633,0.0,656,Fair,1,235,803.33,0,Defaulted,POOL-08
LN-0025576,CUST-009533,Credit Card,2022-05-18,2022-05-18 00:00:00.000000000,0,0.1796,2810.89,140.54,0.01,0.0,0.0,684,1969.33,670,Fair,0,0,0.0,0,Current,POOL-01
LN-0025577,CUST-044759,Mortgage,2020-11-03,2050-11-03 06:35:59.999999965,360,0.041,251119.32,1213.4,0.22,286088.97,0.88,670,237127.08,684,Good,0,0,0.0,0,Current,POOL-08
LN-0025578,CUST-008267,Auto,2020-02-08,2026-02-07 10:55:11.999999991,72,0.0446,23641.53,374.85,0.04,25444.45,0.93,734,9273.65,705,Good,0,0,0.0,0,Current,POOL-01
LN-0025579,CUST-000263,Mortgage,2021-02-09,2051-02-09 06:35:59.999999965,360,0.0371,349128.09,1608.95,0.12,375802.37,0.93,709,330173.37,750,Very Good,0,0,0.0,0,Current,POOL-04
LN-0025580,CUST-003152,Auto,2020-11-02,2024-11-01 23:16:48.000000000,48,0.0479,25053.63,574.59,0.3,31117.63,0.81,701,6171.67,654,Fair,0,0,0.0,0,Current,POOL-07
LN-0025581,CUST-047683,Mortgage,2021-05-24,2051-05-24 06:35:59.999999965,360,0.0421,360694.15,1765.96,0.4,501490.7,0.72,659,344332.88,702,Good,0,0,0.0,0,Current,POOL-03
LN-0025582,CUST-004796,Mortgage,2022-06-30,2052-06-29 06:35:59.999999965,360,0.0534,177831.21,991.93,0.05,199425.65,0.89,546,174080.95,528,Subprime,0,0,0.0,0,Current,POOL-01
LN-0025583,CUST-014504,Mortgage,2021-06-05,2036-06-04 15:17:59.999999982,180,0.042,35568.98,266.68,0.03,47837.35,0.74,660,31079.64,644,Fair,0,64,0.0,0,Delinquent,POOL-05
LN-0025584,CUST-002091,Mortgage,2020-10-24,2050-10-24 06:35:59.999999965,360,0.0445,192383.28,969.07,0.13,230568.24,0.83,635,181971.49,641,Fair,0,0,0.0,0,Current,POOL-08
LN-0025585,CUST-047792,Credit Card,2022-09-18,2022-09-18 00:00:00.000000000,0,0.1844,2402.84,120.14,0.01,0.0,0.0,636,0.0,590,Fair,0,0,0.0,1,Prepaid,POOL-06
LN-0025586,CUST-034884,Personal,2022-07-28,2023-07-28 05:49:12.000000000,12,0.0892,16260.4,1421.39,0.1,0.0,0.0,788,0.0,805,Exceptional,0,0,0.0,0,Current,POOL-10
LN-0025587,CUST-044217,Mortgage,2020-12-15,2050-12-15 06:35:59.999999965,360,0.0294,181213.8,758.15,0.06,240593.51,0.75,786,169404.66,816,Exceptional,0,0,0.0,0,Current,POOL-03
LN-0025588,CUST-014530,Mortgage,2021-03-04,2051-03-04 06:35:59.999999965,360,0.0322,190494.85,825.91,0.27,202068.51,0.94,758,179649.5,753,Very Good,0,0,0.0,0,Current,POOL-08
LN-0025589,CUST-034699,Mortgage,2021-08-24,2051-08-24 06:35:59.999999965,360,0.0364,403383.77,1843.04,0.2,551275.95,0.73,716,385309.97,715,Good,0,0,0.0,0,Current,POOL-09
LN-0025590,CUST-047346,Mortgage,2021-05-31,2051-05-31 06:35:59.999999965,360,0.0351,496954.94,2234.32,0.57,646316.37,0.77,729,471659.72,714,Good,0,0,0.0,0,Current,POOL-02
LN-0025591,CUST-030294,Auto,2020-04-16,2024-04-15 23:16:48.000000000,48,0.0584,33705.91,789.11,0.24,37301.95,0.9,596,0.0,623,Fair,0,0,0.0,1,Prepaid,POOL-09
LN-0025592,CUST-042764,Personal,2021-12-03,2023-12-03 11:38:24.000000000,24,0.0935,16032.54,735.02,0.13,0.0,0.0,745,0.0,732,Good,0,0,0.0,0,Current,POOL-03
LN-0025593,CUST-027069,Personal,2022-04-14,2025-04-13 17:27:36.000000000,36,0.0977,19401.1,623.93,0.08,0.0,0.0,703,0.0,699,Good,0,68,0.0,1,Prepaid,POOL-09
LN-0025594,CUST-042406,Personal,2022-06-10,2023-06-10 05:49:12.000000000,12,0.0969,18740.17,1644.86,0.16,0.0,0.0,711,0.0,674,Good,0,0,0.0,0,Current,POOL-01
LN-0025595,CUST-036318,Mortgage,2020-06-23,2050-06-23 06:35:59.999999965,360,0.0345,334538.24,1492.9,0.12,471703.43,0.71,735,310865.21,718,Good,0,0,0.0,0,Current,POOL-06
LN-0025596,CUST-005285,Auto,2022-01-22,2026-01-21 23:16:48.000000000,48,0.0474,44828.58,1027.1,0.13,48095.0,0.93,706,24404.55,693,Good,0,56,0.0,0,Delinquent,POOL-04
LN-0025597,CUST-038987,Mortgage,2022-04-04,2052-04-03 06:35:59.999999965,360,0.045,324401.89,1643.7,0.44,349560.6,0.93,630,315546.77,624,Fair,0,0,0.0,0,Current,POOL-09
LN-0025598,CUST-037823,Auto,2020-09-23,2024-09-22 23:16:48.000000000,48,0.0578,22082.23,516.38,0.05,25997.29,0.85,602,4537.42,586,Fair,0,0,0.0,0,Current,POOL-07
LN-0025599,CUST-000822,Credit Card,2022-08-14,2022-08-14 00:00:00.000000000,0,0.1683,1977.45,98.87,0.01,0.0,0.0,797,1253.34,812,Exceptional,0,0,0.0,0,Current,POOL-10
LN-0025600,CUST-030087,Personal,2020-03-03,2023-03-03 17:27:36.000000000,36,0.0867,12915.58,408.73,0.03,0.0,0.0,813,0.0,829,Exceptional,0,0,0.0,0,Current,POOL-02
LN-0025601,CUST-040326,Auto,2021-03-27,2026-03-27 05:06:00.000000008,60,0.0675,47365.3,932.31,0.16,65010.88,0.73,505,0.0,534,Subprime,1,347,4939.94,0,Defaulted,POOL-08
LN-0025602,CUST-014365,Auto,2022-05-01,2028-04-30 10:55:11.999999991,72,0.0583,26400.71,435.42,0.06,36017.29,0.73,597,19965.6,544,Subprime,0,0,0.0,0,Current,POOL-10
LN-0025603,CUST-015983,Mortgage,2020-04-15,2050-04-15 06:35:59.999999965,360,0.023,305854.14,1176.93,0.12,357634.78,0.86,850,278762.52,816,Exceptional,0,0,0.0,0,Current,POOL-04
LN-0025604,CUST-009600,Mortgage,2020-01-12,2050-01-11 06:35:59.999999965,360,0.0497,309917.93,1658.03,0.29,331794.63,0.93,583,290533.14,598,Fair,0,0,0.0,0,Current,POOL-03
LN-0025605,CUST-039959,Auto,2020-12-24,2025-12-24 05:06:00.000000008,60,0.0544,32243.51,615.0,0.05,41206.87,0.78,636,0.0,623,Fair,1,335,5742.34,0,Defaulted,POOL-03
LN-0025606,CUST-020868,Personal,2020-11-07,2024-11-06 23:16:48.000000000,48,0.0991,2669.44,67.59,0.01,0.0,0.0,689,707.92,649,Fair,0,0,0.0,0,Current,POOL-08
LN-0025607,CUST-045342,Mortgage,2022-08-05,2052-08-04 06:35:59.999999965,360,0.0321,312829.78,1354.6,0.16,329890.01,0.95,759,0.0,760,Very Good,1,147,106709.56,0,Defaulted,POOL-05
LN-0025608,CUST-042140,Personal,2021-08-03,2025-08-02 23:16:48.000000000,48,0.0885,9869.84,244.91,0.02,0.0,0.0,795,4538.55,799,Very Good,0,0,0.0,0,Current,POOL-10
LN-0025609,CUST-007364,Auto,2020-12-18,2025-12-18 05:06:00.000000008,60,0.0455,17178.94,320.66,0.07,19812.52,0.87,725,7342.73,706,Good,0,0,0.0,0,Current,POOL-09
LN-0025610,CUST-029969,Credit Card,2022-09-12,2022-09-12 00:00:00.000000000,0,0.1799,8698.16,434.91,0.04,0.0,0.0,681,6432.36,646,Fair,0,0,0.0,0,Current,POOL-06
LN-0025611,CUST-019126,Mortgage,2020-03-22,2050-03-22 06:35:59.999999965,360,0.0376,295710.28,1371.16,0.13,393150.89,0.75,704,274260.1,685,Good,0,0,0.0,0,Current,POOL-10
LN-0025612,CUST-034508,Auto,2021-11-24,2024-11-23 17:27:36.000000000,36,0.0528,39630.85,1192.76,0.48,51448.37,0.77,652,0.0,676,Good,1,337,3238.32,0,Defaulted,POOL-09
LN-0025613,CUST-031196,Auto,2021-07-30,2026-07-30 05:06:00.000000008,60,0.052,39628.88,751.48,0.06,43926.34,0.9,660,21755.01,675,Good,0,0,0.0,0,Current,POOL-03
LN-0025614,CUST-039580,Mortgage,2021-08-13,2051-08-13 06:35:59.999999965,360,0.0356,240149.29,1086.44,0.26,299364.8,0.8,724,229247.07,710,Good,0,0,0.0,0,Current,POOL-03
LN-0025615,CUST-048296,Mortgage,2020-07-06,2050-07-06 06:35:59.999999965,360,0.023,499297.64,1921.3,0.18,537922.71,0.93,850,458206.61,850,Exceptional,0,6,0.0,0,Delinquent,POOL-04
LN-0025616,CUST-001511,Auto,2022-02-06,2025-02-05 17:27:36.000000000,36,0.0512,35869.06,1076.96,0.04,41547.19,0.86,668,14605.77,667,Fair,0,0,0.0,0,Current,POOL-01
LN-0025617,CUST-020329,Mortgage,2022-02-16,2052-02-16 06:35:59.999999965,360,0.0506,358459.9,1937.46,0.27,478637.73,0.75,574,0.0,610,Fair,0,0,0.0,1,Prepaid,POOL-01
LN-0025618,CUST-042591,Personal,2021-06-23,2022-06-23 05:49:12.000000000,12,0.0944,12721.63,1115.12,0.24,0.0,0.0,736,0.0,748,Very Good,0,0,0.0,0,Current,POOL-05
LN-0025619,CUST-018803,Auto,2021-05-26,2026-05-26 05:06:00.000000008,60,0.0498,29218.09,551.11,0.14,33699.38,0.87,682,0.0,661,Fair,1,255,9773.75,0,Defaulted,POOL-04
LN-0025620,CUST-008659,Mortgage,2022-08-04,2052-08-03 06:35:59.999999965,360,0.0414,298635.25,1449.94,0.64,363926.05,0.82,666,291744.33,635,Fair,0,0,0.0,0,Current,POOL-10
LN-0025621,CUST-009701,Personal,2020-11-11,2023-11-11 17:27:36.000000000,36,0.1089,12839.17,419.67,0.25,0.0,0.0,591,0.0,567,Subprime,0,0,0.0,0,Current,POOL-08
LN-0025622,CUST-044349,Credit Card,2020-07-24,2020-07-24 00:00:00.000000000,0,0.1877,7041.31,352.07,0.21,0.0,0.0,603,6704.35,600,Fair,0,0,0.0,0,Current,POOL-09
LN-0025623,CUST-024889,Credit Card,2020-04-04,2020-04-04 00:00:00.000000000,0,0.1781,1320.19,66.01,0.01,0.0,0.0,699,897.38,715,Good,0,0,0.0,0,Current,POOL-07
LN-0025624,CUST-043826,Personal,2021-05-02,2023-05-02 11:38:24.000000000,24,0.1027,23450.98,1085.07,0.37,0.0,0.0,653,0.0,670,Fair,0,0,0.0,0,Current,POOL-04
LN-0025625,CUST-037066,Personal,2020-02-15,2022-02-14 11:38:24.000000000,24,0.0923,16287.36,745.8,0.09,0.0,0.0,757,0.0,784,Very Good,0,0,0.0,0,Current,POOL-02
LN-0025626,CUST-018254,Auto,2022-05-15,2027-05-15 05:06:00.000000008,60,0.056,46256.46,885.69,0.04,55768.24,0.83,620,0.0,640,Fair,0,0,0.0,1,Prepaid,POOL-04
LN-0025627,CUST-015318,Personal,2020-11-05,2021-11-05 05:49:12.000000000,12,0.0998,12086.61,1062.49,0.19,0.0,0.0,682,0.0,690,Good,0,0,0.0,0,Current,POOL-02
LN-0025628,CUST-013402,Personal,2020-06-14,2023-06-14 17:27:36.000000000,36,0.105,17539.21,570.07,0.07,0.0,0.0,630,0.0,590,Fair,0,0,0.0,0,Current,POOL-09
LN-0025629,CUST-045166,Credit Card,2021-02-20,2021-02-20 00:00:00.000000000,0,0.1871,5177.43,258.87,0.04,0.0,0.0,609,4611.93,618,Fair,0,0,0.0,0,Current,POOL-08
LN-0025630,CUST-012399,Auto,2020-06-02,2026-06-02 10:55:11.999999991,72,0.0594,24955.69,412.88,0.02,31316.28,0.8,586,11484.29,602,Fair,0,5,0.0,0,Delinquent,POOL-08
LN-0025631,CUST-002876,Personal,2020-02-02,2023-02-01 17:27:36.000000000,36,0.0967,14117.95,453.36,0.22,0.0,0.0,713,0.0,729,Good,0,0,0.0,0,Current,POOL-05
LN-0025632,CUST-011235,Mortgage,2020-02-06,2050-02-05 06:35:59.999999965,360,0.0313,280737.02,1203.37,0.18,353288.53,0.79,767,257743.77,775,Very Good,0,0,0.0,0,Current,POOL-04
LN-0025633,CUST-031060,Personal,2021-07-25,2024-07-24 17:27:36.000000000,36,0.09,22208.8,706.23,0.08,0.0,0.0,780,4798.6,807,Exceptional,0,0,0.0,0,Current,POOL-04
LN-0025634,CUST-044858,Auto,2022-01-06,2026-01-05 23:16:48.000000000,48,0.054,34563.87,802.26,0.12,38864.3,0.89,640,18929.24,663,Fair,0,0,0.0,0,Current,POOL-03
LN-0025635,CUST-048272,Mortgage,2020-12-03,2050-12-03 06:35:59.999999965,360,0.0339,391262.43,1733.01,0.33,428490.22,0.91,741,367511.83,737,Good,0,0,0.0,0,Current,POOL-06
LN-0025636,CUST-013981,Personal,2020-06-20,2022-06-20 11:38:24.000000000,24,0.0904,19117.91,873.75,0.29,0.0,0.0,776,0.0,783,Very Good,0,0,0.0,0,Current,POOL-01
LN-0025637,CUST-004176,Credit Card,2021-03-05,2021-03-05 00:00:00.000000000,0,0.1646,5632.82,281.64,0.05,0.0,0.0,834,3147.46,814,Exceptional,0,0,0.0,0,Current,POOL-04
LN-0025638,CUST-040718,Mortgage,2021-08-01,2036-07-31 15:17:59.999999982,180,0.0394,381752.39,2812.31,0.32,512317.91,0.75,686,336112.49,695,Good,0,0,0.0,0,Current,POOL-09
LN-0025639,CUST-007626,Mortgage,2020-08-23,2050-08-23 06:35:59.999999965,360,0.0392,210706.17,996.25,0.1,261135.15,0.81,688,197570.34,662,Fair,0,55,0.0,0,Delinquent,POOL-07
LN-0025640,CUST-019877,Auto,2020-05-03,2025-05-03 05:06:00.000000008,60,0.0542,18096.73,345.0,0.1,21946.26,0.82,638,5633.27,619,Fair,0,0,0.0,0,Current,POOL-03
LN-0025641,CUST-034000,Auto,2020-08-12,2024-08-11 23:16:48.000000000,48,0.052,25812.99,596.8,0.1,28111.22,0.92,660,0.0,645,Fair,0,0,0.0,1,Prepaid,POOL-03
LN-0025642,CUST-013572,Personal,2020-01-31,2022-01-30 11:38:24.000000000,24,0.0946,11240.19,515.88,0.11,0.0,0.0,734,0.0,730,Good,0,0,0.0,0,Current,POOL-02
LN-0025643,CUST-038228,Personal,2021-04-05,2025-04-04 23:16:48.000000000,48,0.0962,8150.67,205.24,0.05,0.0,0.0,718,3070.41,724,Good,0,0,0.0,0,Current,POOL-04
LN-0025644,CUST-009689,Mortgage,2022-04-25,2052-04-24 06:35:59.999999965,360,0.0404,195897.35,939.77,0.05,207108.54,0.95,676,190109.49,690,Good,0,0,0.0,0,Current,POOL-09
LN-0025645,CUST-024758,Personal,2020-01-12,2021-01-11 05:49:12.000000000,12,0.0893,12929.83,1130.31,0.1,0.0,0.0,787,0.0,785,Very Good,0,0,0.0,0,Current,POOL-08
LN-0025646,CUST-005798,Auto,2020-10-06,2024-10-05 23:16:48.000000000,48,0.0613,24777.13,583.37,0.1,34268.6,0.72,567,5673.09,556,Subprime,0,0,0.0,0,Current,POOL-03
LN-0025647,CUST-016913,Mortgage,2022-03-19,2052-03-18 06:35:59.999999965,360,0.0302,222559.58,940.72,0.1,312026.08,0.71,778,214362.28,791,Very Good,0,0,0.0,0,Current,POOL-03
LN-0025648,CUST-023976,Personal,2020-03-18,2024-03-17 23:16:48.000000000,48,0.0987,6804.59,172.16,0.06,0.0,0.0,693,508.09,724,Good,0,0,0.0,0,Current,POOL-05
LN-0025649,CUST-013542,Auto,2020-09-01,2023-09-01 17:27:36.000000000,36,0.0513,51065.83,1533.47,0.11,58583.15,0.87,667,0.0,663,Fair,0,0,0.0,1,Prepaid,POOL-03
LN-0025650,CUST-045532,Mortgage,2020-11-09,2050-11-09 06:35:59.999999965,360,0.0402,290855.31,1391.94,0.3,313032.79,0.93,678,0.0,661,Fair,1,194,126232.24,0,Defaulted,POOL-07
LN-0025651,CUST-047453,Mortgage,2021-11-13,2051-11-13 06:35:59.999999965,360,0.0537,324677.09,1817.09,0.31,346141.63,0.94,543,315067.11,544,Subprime,0,0,0.0,0,Current,POOL-04
LN-0025652,CUST-007530,Mortgage,2021-08-23,2051-08-23 06:35:59.999999965,360,0.0407,264028.68,1271.19,0.68,286986.82,0.92,673,253013.12,653,Fair,0,0,0.0,0,Current,POOL-10
LN-0025653,CUST-016921,Auto,2021-08-26,2024-08-25 17:27:36.000000000,36,0.046,45762.47,1363.34,0.38,61320.61,0.75,720,10720.95,733,Good,0,0,0.0,0,Current,POOL-03
LN-0025654,CUST-045454,Auto,2022-08-13,2027-08-13 05:06:00.000000008,60,0.0335,28846.95,522.84,0.13,32507.4,0.89,845,21619.87,802,Exceptional,0,0,0.0,0,Current,POOL-06
LN-0025655,CUST-046147,Credit Card,2021-11-20,2021-11-20 00:00:00.000000000,0,0.1676,3513.51,175.68,0.02,0.0,0.0,804,3240.3,810,Exceptional,0,0,0.0,0,Current,POOL-03
LN-0025656,CUST-019936,Mortgage,2021-07-07,2051-07-07 06:35:59.999999965,360,0.0331,236362.19,1036.46,0.13,300150.3,0.79,749,0.0,766,Very Good,0,0,0.0,1,Prepaid,POOL-02
LN-0025657,CUST-024786,Personal,2022-06-22,2025-06-21 17:27:36.000000000,36,0.1119,18668.82,612.87,0.09,0.0,0.0,561,0.0,598,Fair,1,285,3223.69,0,Defaulted,POOL-09
LN-0025658,CUST-013187,Mortgage,2021-11-03,2051-11-03 06:35:59.999999965,360,0.036,397401.09,1806.77,0.27,542343.69,0.73,720,381470.99,725,Good,0,0,0.0,0,Current,POOL-06
LN-0025659,CUST-045223,Mortgage,2020-12-12,2035-12-12 15:17:59.999999982,180,0.0453,182510.98,1399.0,0.11,249943.75,0.73,627,155187.19,626,Fair,0,0,0.0,0,Current,POOL-06
LN-0025660,CUST-030780,Mortgage,2021-12-03,2051-12-03 06:35:59.999999965,360,0.0355,440363.47,1989.74,0.34,485745.49,0.91,725,0.0,681,Good,0,0,0.0,1,Prepaid,POOL-09
LN-0025661,CUST-031335,Auto,2022-04-11,2027-04-11 05:06:00.000000008,60,0.0665,28789.44,565.32,0.17,38685.17,0.74,515,20232.0,504,Subprime,0,0,0.0,0,Current,POOL-08
LN-0025662,CUST-043307,Mortgage,2022-02-19,2052-02-19 06:35:59.999999965,360,0.0403,229482.0,1099.55,0.31,243454.38,0.94,677,221985.75,703,Good,0,0,0.0,0,Current,POOL-02
LN-0025663,CUST-012764,Auto,2021-10-17,2026-10-17 05:06:00.000000008,60,0.0496,34728.48,654.73,0.19,43871.26,0.79,684,20727.62,693,Good,0,0,0.0,0,Current,POOL-09
LN-0025664,CUST-029211,Personal,2022-01-01,2024-12-31 17:27:36.000000000,36,0.1114,16941.52,555.77,0.09,0.0,0.0,566,6776.48,542,Subprime,0,0,0.0,0,Current,POOL-08
LN-0025665,CUST-023807,Mortgage,2022-05-28,2052-05-27 06:35:59.999999965,360,0.0232,353841.61,1365.21,0.25,377469.01,0.94,848,340672.67,850,Exceptional,0,0,0.0,0,Current,POOL-07
LN-0025666,CUST-001885,Auto,2021-05-06,2024-05-05 17:27:36.000000000,36,0.0531,7088.65,213.44,0.05,9620.47,0.74,649,0.0,653,Fair,0,0,0.0,1,Prepaid,POOL-06
LN-0025667,CUST-010832,Mortgage,2021-09-22,2051-09-22 06:35:59.999999965,360,0.053,291377.88,1618.03,0.19,389900.92,0.75,550,281905.03,550,Subprime,0,6,0.0,0,Delinquent,POOL-04
LN-0025668,CUST-032133,Mortgage,2022-05-23,2052-05-22 06:35:59.999999965,360,0.0275,101804.83,415.61,0.03,107705.3,0.95,805,98268.63,829,Exceptional,0,0,0.0,0,Current,POOL-01
LN-0025669,CUST-032287,Mortgage,2021-07-01,2051-07-01 06:35:59.999999965,360,0.0476,206071.0,1076.21,0.19,222152.4,0.93,604,198134.01,625,Fair,0,0,0.0,0,Current,POOL-07
LN-0025670,CUST-002282,Personal,2020-11-19,2022-11-19 11:38:24.000000000,24,0.1038,18890.13,875.0,0.52,0.0,0.0,642,0.0,633,Fair,0,0,0.0,0,Current,POOL-05
LN-0025671,CUST-046348,Credit Card,2021-07-06,2021-07-06 00:00:00.000000000,0,0.1692,6429.82,321.49,0.07,0.0,0.0,788,5020.68,748,Very Good,0,0,0.0,0,Current,POOL-03
LN-0025672,CUST-047726,Personal,2022-02-22,2023-02-22 05:49:12.000000000,12,0.0899,12714.87,1111.88,0.17,0.0,0.0,781,0.0,817,Exceptional,0,0,0.0,1,Prepaid,POOL-07
LN-0025673,CUST-020261,Mortgage,2020-10-21,2050-10-21 06:35:59.999999965,360,0.0452,306274.46,1555.49,0.46,435284.34,0.7,628,289890.12,608,Fair,0,0,0.0,0,Current,POOL-09
LN-0025674,CUST-020897,Credit Card,2020-08-08,2020-08-08 00:00:00.000000000,0,0.1765,2936.75,146.84,0.03,0.0,0.0,715,2424.04,717,Good,0,0,0.0,0,Current,POOL-08
LN-0025675,CUST-029398,Mortgage,2021-03-22,2051-03-22 06:35:59.999999965,360,0.0344,174131.15,776.11,0.12,235122.74,0.74,736,164560.6,734,Good,0,0,0.0,0,Current,POOL-07
LN-0025676,CUST-049378,Mortgage,2020-07-13,2050-07-13 06:35:59.999999965,360,0.0569,250686.68,1453.4,0.14,303907.9,0.82,511,238737.22,500,Subprime,0,29,0.0,0,Delinquent,POOL-04
LN-0025677,CUST-005864,Personal,2021-07-01,2023-07-01 11:38:24.000000000,24,0.105,19604.81,909.19,0.07,0.0,0.0,630,0.0,641,Fair,0,61,0.0,0,Delinquent,POOL-09
LN-0025678,CUST-023413,Personal,2021-02-10,2024-02-10 17:27:36.000000000,36,0.0988,22084.78,711.37,0.04,0.0,0.0,692,1405.36,732,Good,0,0,0.0,0,Current,POOL-04
LN-0025679,CUST-018905,Mortgage,2021-05-29,2051-05-29 06:35:59.999999965,360,0.0395,325226.03,1543.32,0.42,384465.56,0.85,685,309822.54,691,Good,0,0,0.0,0,Current,POOL-09
LN-0025680,CUST-017581,Mortgage,2022-06-07,2052-06-06 06:35:59.999999965,360,0.0488,216970.94,1148.89,0.08,273904.86,0.79,592,212003.76,566,Subprime,0,0,0.0,0,Current,POOL-07
LN-0025681,CUST-001349,Auto,2022-04-02,2025-04-01 17:27:36.000000000,36,0.0557,39818.31,1203.61,0.57,51235.74,0.78,623,0.0,600,Fair,0,0,0.0,1,Prepaid,POOL-07
LN-0025682,CUST-040959,Auto,2021-06-02,2026-06-02 05:06:00.000000008,60,0.045,26131.74,487.17,0.06,31438.27,0.83,730,13798.68,745,Very Good,0,0,0.0,0,Current,POOL-03
LN-0025683,CUST-034937,Auto,2020-07-09,2024-07-08 23:16:48.000000000,48,0.0567,28963.61,675.84,0.18,31079.17,0.93,613,4642.7,587,Fair,0,0,0.0,0,Current,POOL-02
LN-0025684,CUST-002631,Auto,2020-09-16,2025-09-16 05:06:00.000000008,60,0.0586,19585.66,377.37,0.05,26049.73,0.75,594,7514.6,647,Fair,0,0,0.0,0,Current,POOL-05
LN-0025685,CUST-022633,Personal,2020-06-15,2021-06-15 05:49:12.000000000,12,0.1102,19297.29,1705.71,0.31,0.0,0.0,578,0.0,571,Subprime,0,0,0.0,0,Current,POOL-07
LN-0025686,CUST-039027,Personal,2020-03-30,2021-03-30 05:49:12.000000000,12,0.1037,12861.13,1132.91,0.41,0.0,0.0,643,0.0,643,Fair,0,0,0.0,0,Current,POOL-05
LN-0025687,CUST-027869,Personal,2021-03-31,2025-03-30 23:16:48.000000000,48,0.0975,12029.11,303.65,0.03,0.0,0.0,705,0.0,721,Good,0,0,0.0,1,Prepaid,POOL-05
LN-0025688,CUST-008813,Auto,2021-04-03,2026-04-03 05:06:00.000000008,60,0.0525,32012.98,607.8,0.12,33741.35,0.95,655,15984.42,653,Fair,0,0,0.0,0,Current,POOL-06
LN-0025689,CUST-021615,Mortgage,2022-04-17,2052-04-16 06:35:59.999999965,360,0.0384,363919.39,1704.01,0.19,419467.86,0.87,696,352795.72,693,Good,0,0,0.0,0,Current,POOL-02
LN-0025690,CUST-012487,Auto,2020-12-21,2023-12-21 17:27:36.000000000,36,0.0579,29164.6,884.47,0.13,32134.43,0.91,601,0.0,619,Fair,0,0,0.0,0,Current,POOL-08
LN-0025691,CUST-036763,Auto,2020-09-01,2023-09-01 17:27:36.000000000,36,0.0403,44218.38,1306.09,0.2,60307.82,0.73,777,0.0,755,Very Good,0,0,0.0,1,Prepaid,POOL-01
LN-0025692,CUST-010476,Credit Card,2022-09-11,2022-09-11 00:00:00.000000000,0,0.1866,5819.85,290.99,0.03,0.0,0.0,614,0.0,631,Fair,1,154,3257.24,1,Defaulted,POOL-09
LN-0025693,CUST-037314,Mortgage,2020-08-27,2035-08-27 15:17:59.999999982,180,0.0494,254393.68,2003.79,0.17,304705.95,0.83,586,212894.5,587,Fair,0,0,0.0,0,Current,POOL-07
LN-0025694,CUST-039050,Mortgage,2021-11-18,2051-11-18 06:35:59.999999965,360,0.0427,180178.64,888.48,0.15,251673.09,0.72,653,173723.61,654,Fair,0,0,0.0,0,Current,POOL-02
LN-0025695,CUST-007519,Auto,2022-02-14,2028-02-14 10:55:11.999999991,72,0.0451,34047.99,540.64,0.07,40593.77,0.84,729,24601.8,743,Very Good,0,0,0.0,0,Current,POOL-09
LN-0025696,CUST-024711,Mortgage,2020-08-18,2035-08-18 15:17:59.999999982,180,0.028,549953.27,3745.2,0.47,749782.63,0.73,800,446858.08,808,Exceptional,0,0,0.0,0,Current,POOL-08
LN-0025697,CUST-038668,Mortgage,2022-04-19,2052-04-18 06:35:59.999999965,360,0.0514,128661.96,701.74,0.26,169866.09,0.76,566,125523.49,546,Subprime,0,0,0.0,0,Current,POOL-06
